-0.17538601	-0.23889877	-0.47535244	0.050836477	-0.26050246	-0.351464	-0.10653791	0.16683008	0.122470714	-0.01946246	0.20802018	0.21997374	-0.19169143	-0.049562436	0.36006725	-0.15491901
0.05363388	-0.2862458	-0.62996066	0.16072819	0.074880175	-0.04166647	-0.3855373	0.06516897	0.09965853	0.08997385	0.5428797	0.009110893	-0.1970662	-0.17615134	0.47585088	-0.2875226
-0.11289807	0.074683994	-0.16720343	-0.13111238	-0.1334782	-0.39166632	-0.062325194	-0.013818872	0.12398583	0.2368068	-0.13498844	0.059417427	-0.3562718	-0.17163098	0.08854227	-0.010711353
-0.38257992	-0.036570497	-0.31252655	-0.13969107	-0.3421295	-0.4020563	0.09969458	0.12302417	0.15188877	0.00743175	-0.12280634	0.1925187	-0.23182233	0.084084466	-0.039832707	0.10566538
-0.09005104	-0.14585263	0.0655224	0.14649893	-0.23956919	-0.3557479	0.24694851	-0.076427355	-0.1408559	-0.07147879	-0.008351543	0.23073268	-0.069400564	-0.04852504	0.22750008	-0.06466326
-0.4544609	0.38410285	0.02623685	-0.4013612	-0.16739368	-0.27661306	-0.30336592	0.0373932	0.3817564	0.5491693	-0.56412566	-0.47752246	-0.5493396	-0.459062	-0.39978367	0.24701901
-0.08972411	-0.19998011	-0.57660604	-0.075963825	-0.21372327	-0.09809051	-0.17183459	0.2455513	0.117401324	-0.05005612	0.33165556	0.1538047	0.08219603	0.018498769	0.32735926	-0.15283737
-0.07538649	-0.1894667	-0.22230509	0.043683838	-0.22056189	-0.2069433	-0.10131513	0.124960944	-0.018637657	0.07784443	0.16085975	0.02235494	0.006150938	-0.12067757	0.33052674	-0.2579971
-0.2334219	0.025943449	0.5667215	-0.022293808	-0.3666873	-0.6064897	0.40955725	-0.045434218	-0.0275207	0.20677502	-0.64004403	0.064441726	-0.16255848	-0.29256985	-0.041920647	-0.05590805
-0.33578432	0.038603093	-0.28103817	-0.27197137	-0.19872144	-0.19486812	-0.22127295	0.18905367	0.24070449	0.23015016	-0.13514644	-0.1453244	-0.26794904	-0.10492698	-0.05543706	0.0031578962
-0.28875408	-0.57407326	-0.2887326	-0.3000881	-0.47548082	0.50292647	-0.34911886	0.6374818	0.230083	0.32543737	0.036794588	-0.37589306	0.373745	-0.44747147	0.22073874	-0.4434288
0.15887254	-0.67642045	0.33355588	0.32425097	-0.32590377	0.056651223	0.009820239	0.30926758	-0.28019556	0.014738143	0.115778066	-0.047352325	0.4315046	-0.44800207	0.5159012	-0.66272336
0.024180267	-0.30279574	0.32237044	0.39824498	-0.4722031	-0.5658117	0.523604	-0.19072871	-0.30629525	-0.2572295	-0.28206965	0.3494317	0.17438376	0.1921329	0.2945245	-0.10001425
0.028451571	-0.07541992	-0.6208069	0.052752934	0.036053076	-0.20566083	-0.25726667	-0.07099213	0.071878605	-0.015859628	0.5206775	0.13444361	-0.20684183	0.110719755	0.29427645	-0.0530687
0.20073764	0.117302805	-0.5941599	0.27362388	0.3389657	-0.4004312	0.18603735	-0.52845055	-0.22422263	-0.26438394	0.40243652	0.25766274	-0.30460387	0.3364265	0.23284815	0.32349324
0.36028245	-0.28423184	-0.5070379	0.31652558	0.26120144	-0.06855802	-0.2139481	-0.26280734	-0.2519507	0.056966066	0.58990115	0.040620413	-0.050361518	-0.109445885	0.54620486	-0.3819068
0.4783737	-0.166745	-0.2791038	0.39236033	0.29262424	-0.38328722	0.022640482	-0.45549607	-0.3143095	-0.11230053	0.52151424	0.26707938	-0.12876056	0.16167112	0.5067462	-0.088182636
-0.11367993	0.27576777	-0.70824987	-0.0041337265	0.11990248	-0.40391797	-0.07037396	-0.23438035	0.22014703	-0.09642674	0.22304885	0.25797513	-0.39777002	0.32946354	-0.0064238817	0.2831443
-0.6997127	0.76795465	-0.820051	-0.71620035	0.107470214	-0.4707546	-0.66259134	-0.042538963	0.76111686	0.7457452	-0.6190457	-0.4081619	-0.80062675	0.25273558	-0.78772926	0.82345456
-0.3913497	-0.43467465	-0.024227945	0.026427219	-0.70887536	-0.26887137	0.4062317	0.38856718	0.013432641	-0.3429325	-0.26830792	0.34941825	0.48478073	0.22472051	0.11561239	-0.04483618
-0.4295151	-0.39976352	-0.06936011	-0.21560206	-0.6038165	-0.0042787087	0.15807894	0.51264673	0.15523824	-0.03330213	-0.3150012	0.07392838	0.29902035	-0.07256258	0.07510732	-0.09988506
0.13384683	0.18718657	-0.0401096	-0.034637578	0.23148951	-0.1334535	-0.41011468	-0.1991576	0.073305786	0.4195364	0.17517173	-0.28849226	-0.4930185	-0.32230052	0.12908262	-0.124844626
0.38644603	-0.54749566	-0.21425626	0.43347937	0.25925288	0.16041489	-0.18844296	-0.15126616	-0.4264798	0.01641427	0.40362433	-0.04983735	-0.010737207	-0.25246504	0.5557878	-0.47578344
-0.24079071	0.19525169	-0.5921737	-0.32663518	0.06599862	0.20677291	-0.61740375	0.12561232	0.38832	0.62276965	0.25985795	-0.43847594	-0.5306272	-0.3872407	-0.037311275	-0.0748716
-0.12848078	0.28187487	-0.44525525	-0.12660137	0.26070985	-0.24489826	-0.36977717	-0.17277217	0.28208986	0.38639486	0.17846322	-0.07000453	-0.5509097	-0.09696616	-0.07549288	0.16031201
-0.14529301	-0.51751447	0.45871568	0.12499679	-0.5086271	-0.10499637	0.25899526	0.31582898	-0.17506462	0.048167508	-0.34182936	-0.021935869	0.32273427	-0.38876897	0.24724317	-0.5060982
-0.09374676	-0.031093337	-0.017768277	0.105146326	-0.27614605	-0.4239567	0.32623985	-0.09504727	-0.11157549	-0.15219037	-0.07898386	0.2332462	-0.045288034	0.1663177	0.122332595	0.07431428
